"general","specific","class","api_name"
"orc","metadata","StreamKind","com.facebook.presto.orc.metadata.Stream.StreamKind"
"orc","metadata","DwrfEncryption","com.facebook.presto.orc.metadata.DwrfEncryption"
"orc","stream","DoubleOutputStream","com.facebook.presto.orc.stream.DoubleOutputStream"
"orc","metadata","DwrfStripeCacheData","com.facebook.presto.orc.metadata.DwrfStripeCacheData"
"orc","metadata","EncryptionGroup","com.facebook.presto.orc.metadata.EncryptionGroup"
"orc","metadata","ExceptionWrappingMetadataReader","com.facebook.presto.orc.metadata.ExceptionWrappingMetadataReader"
"orc","metadata","Footer","com.facebook.presto.orc.metadata.Footer"
"orc","metadata","Metadata","com.facebook.presto.orc.metadata.Metadata"
"orc","stream","OrcInputStream","com.facebook.presto.orc.stream.OrcInputStream"
"orc","stream","SharedBuffer","com.facebook.presto.orc.stream.SharedBuffer"
"orc","TupleDomainFilter","BigintRange","com.facebook.presto.orc.TupleDomainFilter.BigintRange"
"orc","TupleDomainFilter","BytesRange","com.facebook.presto.orc.TupleDomainFilter.BytesRange"
"orc","DwrfEncryptionInfo","DwrfEncryptionInfo","com.facebook.presto.orc.DwrfEncryptionInfo.createNodeToGroupMap"
"orc","NoopOrcAggregatedMemoryContext","NOOP_ORC_AGGREGATED_MEMORY_CONTEXT","com.facebook.presto.orc.NoopOrcAggregatedMemoryContext.NOOP_ORC_AGGREGATED_MEMORY_CONTEXT"
"orc","OrcDecompressor","OrcDecompressor","com.facebook.presto.orc.OrcDecompressor.createOrcDecompressor"
"orc","orc","DwrfEncryptionProvider","com.facebook.presto.orc.DwrfEncryptionProvider"
"orc","orc","EncryptionLibrary","com.facebook.presto.orc.EncryptionLibrary"
"orc","orc","UnsupportedEncryptionLibrary","com.facebook.presto.orc.UnsupportedEncryptionLibrary"
"orc","zstd","ZstdJniDecompressor","com.facebook.presto.orc.zstd.ZstdJniDecompressor"
"orc","AbstractOrcRecordReader","AbstractOrcRecordReader","com.facebook.presto.orc.AbstractOrcRecordReader.wrapWithCacheIfTinyStripes"
"orc","orc","OrcWriterOptions","com.facebook.presto.orc.OrcWriterOptions"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.writeOrcFileColumnHive"
"orc","TupleDomainFilter","BigintMultiRange","com.facebook.presto.orc.TupleDomainFilter.BigintMultiRange"
"orc","TupleDomainFilter","BigintValuesUsingBitmask","com.facebook.presto.orc.TupleDomainFilter.BigintValuesUsingBitmask"
"orc","TupleDomainFilter","BigintValuesUsingHashTable","com.facebook.presto.orc.TupleDomainFilter.BigintValuesUsingHashTable"
"orc","metadata","PostScript","com.facebook.presto.orc.metadata.PostScript"
"orc","reader","SelectiveStreamReader","com.facebook.presto.orc.reader.SelectiveStreamReader"
"orc","StreamLayout","ByStreamSize","com.facebook.presto.orc.StreamLayout.ByStreamSize"
"orc","proto","OrcProto","com.facebook.presto.orc.proto.OrcProto"
"orc","protobuf","CodedInputStream","com.facebook.presto.orc.protobuf.CodedInputStream"
"orc","reader","SelectiveStreamReaders","com.facebook.presto.orc.reader.SelectiveStreamReaders.createStreamReader"
"orc","TupleDomainOrcPredicate","TupleDomainOrcPredicate","com.facebook.presto.orc.TupleDomainOrcPredicate.checkInBloomFilter"
"orc","TupleDomainOrcPredicate","TupleDomainOrcPredicate","com.facebook.presto.orc.TupleDomainOrcPredicate.extractDiscreteValues"
"orc","orc","DwrfWriterEncryption","com.facebook.presto.orc.DwrfWriterEncryption"
"orc","orc","OrcDataSource","com.facebook.presto.orc.OrcDataSource"
"orc","orc","OrcDataSourceId","com.facebook.presto.orc.OrcDataSourceId"
"orc","orc","OrcEncoding","com.facebook.presto.orc.OrcEncoding"
"orc","orc","OrcWriterStats","com.facebook.presto.orc.OrcWriterStats"
"orc","orc","WriterEncryptionGroup","com.facebook.presto.orc.WriterEncryptionGroup"
"orc","metadata","OrcType","com.facebook.presto.orc.metadata.OrcType"
"orc","orc","OrcConf","org.apache.orc.OrcConf"
"orc","OrcEncoding","DWRF","com.facebook.presto.orc.OrcEncoding.DWRF"
"orc","OrcEncoding","ORC","com.facebook.presto.orc.OrcEncoding.ORC"
"orc","metadata","CRYPTO_SERVICE","com.facebook.presto.orc.metadata.KeyProvider.CRYPTO_SERVICE"
"orc","metadata","UNKNOWN","com.facebook.presto.orc.metadata.KeyProvider.UNKNOWN"
"orc","OrcDataSourceUtils","OrcDataSourceUtils","com.facebook.presto.orc.OrcDataSourceUtils.getDiskRangeSlice"
"orc","OrcDataSourceUtils","OrcDataSourceUtils","com.facebook.presto.orc.OrcDataSourceUtils.mergeAdjacentDiskRanges"
"orc","OrcWriteValidation","OrcWriteValidationMode","com.facebook.presto.orc.OrcWriteValidation.OrcWriteValidationMode"
"orc","metadata","BLOOM_FILTER","com.facebook.presto.orc.metadata.Stream.StreamKind.BLOOM_FILTER"
"orc","metadata","ROW_INDEX","com.facebook.presto.orc.metadata.Stream.StreamKind.ROW_INDEX"
"orc","checkpoint","InvalidCheckpointException","com.facebook.presto.orc.checkpoint.InvalidCheckpointException"
"orc","checkpoint","StreamCheckpoint","com.facebook.presto.orc.checkpoint.StreamCheckpoint"
"orc","metadata","ColumnEncodingKind","com.facebook.presto.orc.metadata.ColumnEncoding.ColumnEncodingKind"
"orc","metadata","DwrfSequenceEncoding","com.facebook.presto.orc.metadata.DwrfSequenceEncoding"
"orc","metadata","RowGroupIndex","com.facebook.presto.orc.metadata.RowGroupIndex"
"orc","metadata","StripeEncryptionGroup","com.facebook.presto.orc.metadata.StripeEncryptionGroup"
"orc","metadata","StripeFooter","com.facebook.presto.orc.metadata.StripeFooter"
"orc","stream","InputStreamSource","com.facebook.presto.orc.stream.InputStreamSource"
"orc","metadata","LongValueStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.LongValueStatisticsBuilder"
"orc","stream","ValueInputStream","com.facebook.presto.orc.stream.ValueInputStream"
"orc","stream","ValueInputStreamSource","com.facebook.presto.orc.stream.ValueInputStreamSource"
"orc","stream","ValueStreams","com.facebook.presto.orc.stream.ValueStreams"
"orc","metadata","STRUCT","com.facebook.presto.orc.metadata.OrcType.OrcTypeKind.STRUCT"
"orc","orc","OrcAggregatedMemoryContext","com.facebook.presto.orc.OrcAggregatedMemoryContext"
"orc","orc","OrcLocalMemoryContext","com.facebook.presto.orc.OrcLocalMemoryContext"
"orc","TupleDomainFilter","IS_NOT_NULL","com.facebook.presto.orc.TupleDomainFilter.IS_NOT_NULL"
"orc","TupleDomainFilter","IS_NULL","com.facebook.presto.orc.TupleDomainFilter.IS_NULL"
"orc","checkpoint","Checkpoints","com.facebook.presto.orc.checkpoint.Checkpoints.getDictionaryStreamCheckpoint"
"orc","checkpoint","Checkpoints","com.facebook.presto.orc.checkpoint.Checkpoints.getStreamCheckpoints"
"orc","metadata","DICTIONARY","com.facebook.presto.orc.metadata.ColumnEncoding.ColumnEncodingKind.DICTIONARY"
"orc","metadata","DICTIONARY_V2","com.facebook.presto.orc.metadata.ColumnEncoding.ColumnEncodingKind.DICTIONARY_V2"
"orc","metadata","DwrfMetadataReader","com.facebook.presto.orc.metadata.DwrfMetadataReader.toStripeEncryptionGroup"
"orc","metadata","DICTIONARY_DATA","com.facebook.presto.orc.metadata.Stream.StreamKind.DICTIONARY_DATA"
"orc","metadata","LENGTH","com.facebook.presto.orc.metadata.Stream.StreamKind.LENGTH"
"orc","metadata","ColumnStatistics","com.facebook.presto.orc.metadata.statistics.ColumnStatistics.mergeColumnStatistics"
"orc","stream","CheckpointInputStreamSource","com.facebook.presto.orc.stream.CheckpointInputStreamSource.createCheckpointStreamSource"
"orc","stream","LongOutputStreamDwrf","com.facebook.presto.orc.stream.LongOutputStreamDwrf"
"orc","OrcWriteValidation","OrcWriteValidationBuilder","com.facebook.presto.orc.OrcWriteValidation.OrcWriteValidationBuilder"
"orc","WriterStats","FlushReason","com.facebook.presto.orc.WriterStats.FlushReason"
"orc","metadata","CompressedMetadataWriter","com.facebook.presto.orc.metadata.CompressedMetadataWriter"
"orc","proto","DwrfProto","com.facebook.presto.orc.proto.DwrfProto"
"orc","stream","StreamDataOutput","com.facebook.presto.orc.stream.StreamDataOutput"
"orc","writer","ColumnWriter","com.facebook.presto.orc.writer.ColumnWriter"
"orc","writer","DictionaryColumnWriter","com.facebook.presto.orc.writer.DictionaryColumnWriter"
"orc","metadata","DwrfStripeCacheMode","com.facebook.presto.orc.metadata.DwrfStripeCacheMode"
"orc","DwrfEncryptionInfo","UNENCRYPTED","com.facebook.presto.orc.DwrfEncryptionInfo.UNENCRYPTED"
"orc","OrcReader","OrcReader","com.facebook.presto.orc.OrcReader.validateFile"
"orc","TestOrcReaderDwrfStripeCaching","TestOrcReaderDwrfStripeCaching","com.facebook.presto.orc.TestOrcReaderDwrfStripeCaching.getResourceFile"
"orc","TestOrcReaderDwrfStripeCaching","TestOrcReaderDwrfStripeCaching","com.facebook.presto.orc.TestOrcReaderDwrfStripeCaching.readFileFooter"
"orc","metadata","DIRECT","com.facebook.presto.orc.metadata.ColumnEncoding.ColumnEncodingKind.DIRECT"
"orc","metadata","DwrfMetadataWriter","com.facebook.presto.orc.metadata.DwrfMetadataWriter.toFileStatistics"
"orc","metadata","DwrfMetadataWriter","com.facebook.presto.orc.metadata.DwrfMetadataWriter.toStripeEncryptionGroup"
"orc","metadata","MAGIC","com.facebook.presto.orc.metadata.PostScript.MAGIC"
"orc","writer","ColumnWriters","com.facebook.presto.orc.writer.ColumnWriters.createColumnWriter"
"orc","metadata","FOOTER","com.facebook.presto.orc.metadata.DwrfStripeCacheMode.FOOTER"
"orc","metadata","INDEX","com.facebook.presto.orc.metadata.DwrfStripeCacheMode.INDEX"
"orc","orc","OrcWriter","com.facebook.presto.orc.OrcWriter"
"orc","orc","WriterStats","com.facebook.presto.orc.WriterStats"
"orc","OrcWriterOptions","DEFAULT_MAX_COMPRESSION_BUFFER_SIZE","com.facebook.presto.orc.OrcWriterOptions.DEFAULT_MAX_COMPRESSION_BUFFER_SIZE"
"orc","OrcWriterOptions","DEFAULT_MAX_STRING_STATISTICS_LIMIT","com.facebook.presto.orc.OrcWriterOptions.DEFAULT_MAX_STRING_STATISTICS_LIMIT"
"orc","reader","StreamReader","com.facebook.presto.orc.reader.StreamReader"
"orc","AbstractOrcRecordReader","AbstractOrcRecordReader","com.facebook.presto.orc.AbstractOrcRecordReader.getDecryptionKeyMetadata"
"orc","AbstractTestOrcReader","AbstractTestOrcReader","com.facebook.presto.orc.AbstractTestOrcReader.intsBetween"
"orc","OrcReader","OrcReader","com.facebook.presto.orc.OrcReader.validateEncryption"
"orc","OrcTester","MAX_BLOCK_SIZE","com.facebook.presto.orc.OrcTester.MAX_BLOCK_SIZE"
"orc","StripeReader","StripeReader","com.facebook.presto.orc.StripeReader.getDiskRanges"
"orc","metadata","MAP","com.facebook.presto.orc.metadata.OrcType.OrcTypeKind.MAP"
"orc","metadata","DATA","com.facebook.presto.orc.metadata.Stream.StreamKind.DATA"
"orc","AbstractOrcRecordReader","LinearProbeRangeFinder","com.facebook.presto.orc.AbstractOrcRecordReader.LinearProbeRangeFinder.createTinyStripesRangeFinder"
"orc","DwrfEncryptionInfo","DwrfEncryptionInfo","com.facebook.presto.orc.DwrfEncryptionInfo.createDwrfEncryptionInfo"
"orc","OrcReader","BATCH_SIZE_GROWTH_FACTOR","com.facebook.presto.orc.OrcReader.BATCH_SIZE_GROWTH_FACTOR"
"orc","orc","CachingStripeMetadataSource","com.facebook.presto.orc.CachingStripeMetadataSource"
"orc","orc","StorageStripeMetadataSource","com.facebook.presto.orc.StorageStripeMetadataSource"
"orc","orc","StripeMetadataSource","com.facebook.presto.orc.StripeMetadataSource"
"orc","StripeReader","StripeId","com.facebook.presto.orc.StripeReader.StripeId"
"orc","StripeReader","StripeStreamId","com.facebook.presto.orc.StripeReader.StripeStreamId"
"orc","cache","CachingOrcFileTailSource","com.facebook.presto.orc.cache.CachingOrcFileTailSource"
"orc","cache","OrcCacheConfig","com.facebook.presto.orc.cache.OrcCacheConfig"
"orc","cache","OrcFileTailSource","com.facebook.presto.orc.cache.OrcFileTailSource"
"orc","cache","StorageOrcFileTailSource","com.facebook.presto.orc.cache.StorageOrcFileTailSource"
"orc","metadata","OrcFileTail","com.facebook.presto.orc.metadata.OrcFileTail"
"orc","OrcWriteValidation","WriteChecksumBuilder","com.facebook.presto.orc.OrcWriteValidation.WriteChecksumBuilder.createWriteChecksumBuilder"
"orc","TupleDomainFilter","BooleanValue","com.facebook.presto.orc.TupleDomainFilter.BooleanValue"
"orc","orc","FilterFunction","com.facebook.presto.orc.FilterFunction"
"orc","TupleDomainFilter","BytesValues","com.facebook.presto.orc.TupleDomainFilter.BytesValues"
"orc","TupleDomainFilter","BytesValuesExclusive","com.facebook.presto.orc.TupleDomainFilter.BytesValuesExclusive"
"orc","TupleDomainFilter","DoubleRange","com.facebook.presto.orc.TupleDomainFilter.DoubleRange"
"orc","TupleDomainFilter","FloatRange","com.facebook.presto.orc.TupleDomainFilter.FloatRange"
"orc","TupleDomainFilterUtils","TupleDomainFilterUtils","com.facebook.presto.orc.TupleDomainFilterUtils.toFilter"
"orc","TupleDomainFilter","LongDecimalRange","com.facebook.presto.orc.TupleDomainFilter.LongDecimalRange"
"orc","TupleDomainFilter","MultiRange","com.facebook.presto.orc.TupleDomainFilter.MultiRange"
"orc","writer","SliceDictionaryBuilder","com.facebook.presto.orc.writer.SliceDictionaryBuilder"
"orc","TupleDomainFilter","ALWAYS_FALSE","com.facebook.presto.orc.TupleDomainFilter.ALWAYS_FALSE"
"orc","ByteArrayUtils","ByteArrayUtils","com.facebook.presto.orc.ByteArrayUtils.compareRanges"
"orc","ByteArrayUtils","ByteArrayUtils","com.facebook.presto.orc.ByteArrayUtils.hash"
"orc","metadata","BinaryStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.BinaryStatisticsBuilder"
"orc","metadata","BooleanStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.BooleanStatisticsBuilder"
"orc","metadata","DateStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.DateStatisticsBuilder"
"orc","metadata","DoubleStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.DoubleStatisticsBuilder"
"orc","metadata","IntegerStatistics","com.facebook.presto.orc.metadata.statistics.IntegerStatistics"
"orc","metadata","IntegerStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.IntegerStatisticsBuilder"
"orc","metadata","LongDecimalStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.LongDecimalStatisticsBuilder"
"orc","metadata","ShortDecimalStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.ShortDecimalStatisticsBuilder"
"orc","metadata","StatisticsBuilder","com.facebook.presto.orc.metadata.statistics.StatisticsBuilder"
"orc","metadata","StatisticsHasher","com.facebook.presto.orc.metadata.statistics.StatisticsHasher"
"orc","metadata","StringStatistics","com.facebook.presto.orc.metadata.statistics.StringStatistics"
"orc","metadata","StringStatisticsBuilder","com.facebook.presto.orc.metadata.statistics.StringStatisticsBuilder"
"orc","TestMapFlatBatchStreamReader","ALL","com.facebook.presto.orc.TestMapFlatBatchStreamReader.ExpectedValuesBuilder.Frequency.ALL"
"orc","TestMapFlatBatchStreamReader","ALL_EXCEPT_FIRST","com.facebook.presto.orc.TestMapFlatBatchStreamReader.ExpectedValuesBuilder.Frequency.ALL_EXCEPT_FIRST"
"orc","OrcWriteValidation","BOTH","com.facebook.presto.orc.OrcWriteValidation.OrcWriteValidationMode.BOTH"
"orc","OrcWriteValidation","DETAILED","com.facebook.presto.orc.OrcWriteValidation.OrcWriteValidationMode.DETAILED"
"orc","OrcWriteValidation","HASHED","com.facebook.presto.orc.OrcWriteValidation.OrcWriteValidationMode.HASHED"
"orc","metadata","STATIC_METADATA","com.facebook.presto.orc.metadata.DwrfMetadataWriter.STATIC_METADATA"
"orc","metadata","OrcMetadataReader","com.facebook.presto.orc.metadata.OrcMetadataReader.maxStringTruncateToValidRange"
"orc","metadata","OrcMetadataReader","com.facebook.presto.orc.metadata.OrcMetadataReader.minStringTruncateToValidRange"
"orc","TestMapFlatBatchStreamReader","NONE","com.facebook.presto.orc.TestMapFlatBatchStreamReader.ExpectedValuesBuilder.Frequency.NONE"
"orc","TestMapFlatBatchStreamReader","SOME","com.facebook.presto.orc.TestMapFlatBatchStreamReader.ExpectedValuesBuilder.Frequency.SOME"
"orc","OrcTester","OrcReaderSettings","com.facebook.presto.orc.OrcTester.OrcReaderSettings"
"orc","OrcTester","DWRF","com.facebook.presto.orc.OrcTester.Format.DWRF"
"orc","OrcTester","HIVE_STORAGE_TIME_ZONE","com.facebook.presto.orc.OrcTester.HIVE_STORAGE_TIME_ZONE"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.arrayType"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.createCustomOrcSelectiveRecordReader"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.mapType"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.quickSelectiveOrcTester"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.rowType"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.writeOrcColumnsPresto"
"orc","TestingOrcPredicate","TestingOrcPredicate","com.facebook.presto.orc.TestingOrcPredicate.createOrcPredicate"
"orc","TupleDomainFilterUtils","TupleDomainFilterUtils","com.facebook.presto.orc.TupleDomainFilterUtils.toBigintValues"
"orc","metadata","ZLIB","com.facebook.presto.orc.metadata.CompressionKind.ZLIB"
"orc","metadata","ZSTD","com.facebook.presto.orc.metadata.CompressionKind.ZSTD"
"orc","stream","BooleanOutputStream","com.facebook.presto.orc.stream.BooleanOutputStream"
"orc","DwrfEncryptionProvider","NO_ENCRYPTION","com.facebook.presto.orc.DwrfEncryptionProvider.NO_ENCRYPTION"
"orc","StripeReader","StripeReader","com.facebook.presto.orc.StripeReader.isIndexStream"
"orc","TestingOrcPredicate","ORC_ROW_GROUP_SIZE","com.facebook.presto.orc.TestingOrcPredicate.ORC_ROW_GROUP_SIZE"
"orc","TestingOrcPredicate","ORC_STRIPE_SIZE","com.facebook.presto.orc.TestingOrcPredicate.ORC_STRIPE_SIZE"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.writeOrcColumnPresto"
"orc","writer","LongColumnWriter","com.facebook.presto.orc.writer.LongColumnWriter"
"orc","writer","LongDictionaryColumnWriter","com.facebook.presto.orc.writer.LongDictionaryColumnWriter"
"orc","writer","SliceDirectColumnWriter","com.facebook.presto.orc.writer.SliceDirectColumnWriter"
"orc","reader","SliceSelectiveStreamReader","com.facebook.presto.orc.reader.SliceSelectiveStreamReader"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.assertBlockEquals"
"orc","metadata","BinaryStatistics","com.facebook.presto.orc.metadata.statistics.BinaryStatistics"
"orc","metadata","DateStatistics","com.facebook.presto.orc.metadata.statistics.DateStatistics"
"orc","metadata","DecimalStatistics","com.facebook.presto.orc.metadata.statistics.DecimalStatistics"
"orc","metadata","DoubleStatistics","com.facebook.presto.orc.metadata.statistics.DoubleStatistics"
"orc","TupleDomainOrcPredicate","TupleDomainOrcPredicate","com.facebook.presto.orc.TupleDomainOrcPredicate.getDomain"
"orc","metadata","SHORT_DECIMAL_VALUE_BYTES","com.facebook.presto.orc.metadata.statistics.ShortDecimalStatisticsBuilder.SHORT_DECIMAL_VALUE_BYTES"
"orc","OrcReader","INITIAL_BATCH_SIZE","com.facebook.presto.orc.OrcReader.INITIAL_BATCH_SIZE"
"orc","OrcTester","ORC_12","com.facebook.presto.orc.OrcTester.Format.ORC_12"
"orc","DictionaryCompressionOptimizer","DictionaryColumn","com.facebook.presto.orc.DictionaryCompressionOptimizer.DictionaryColumn"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.writeOrcColumnHive"
"orc","DictionaryCompressionOptimizer","DICTIONARY_MEMORY_MAX_RANGE","com.facebook.presto.orc.DictionaryCompressionOptimizer.DICTIONARY_MEMORY_MAX_RANGE"
"orc","DictionaryCompressionOptimizer","DictionaryCompressionOptimizer","com.facebook.presto.orc.DictionaryCompressionOptimizer.estimateIndexBytesPerValue"
"orc","OrcPredicate","TRUE","com.facebook.presto.orc.OrcPredicate.TRUE"
"orc","TupleDomainOrcPredicate","ColumnReference","com.facebook.presto.orc.TupleDomainOrcPredicate.ColumnReference"
"orc","metadata","SNAPPY","com.facebook.presto.orc.metadata.CompressionKind.SNAPPY"
"orc","TrackingTupleDomainFilter","TestBigintRange","com.facebook.presto.orc.TrackingTupleDomainFilter.TestBigintRange"
"orc","TrackingTupleDomainFilter","TestDoubleRange","com.facebook.presto.orc.TrackingTupleDomainFilter.TestDoubleRange"
"orc","OrcTester","ORC_11","com.facebook.presto.orc.OrcTester.Format.ORC_11"
"orc","metadata","LZ4","com.facebook.presto.orc.metadata.CompressionKind.LZ4"
"orc","orc","DwrfKeyProvider","com.facebook.presto.orc.DwrfKeyProvider"
"orc","orc","OrcBatchRecordReader","com.facebook.presto.orc.OrcBatchRecordReader"
"orc","StreamLayout","ByColumnSize","com.facebook.presto.orc.StreamLayout.ByColumnSize"
"orc","orc","OrcPredicate","com.facebook.presto.orc.OrcPredicate"
"orc","orc","OrcReader","com.facebook.presto.orc.OrcReader"
"orc","orc","OrcReaderOptions","com.facebook.presto.orc.OrcReaderOptions"
"orc","array","MEDIUM","com.facebook.presto.orc.array.Arrays.ExpansionFactor.MEDIUM"
"orc","OrcTester","Format","com.facebook.presto.orc.OrcTester.Format"
"orc","writer","SliceDictionaryColumnWriter","com.facebook.presto.orc.writer.SliceDictionaryColumnWriter"
"orc","OrcTester","OrcTester","com.facebook.presto.orc.OrcTester.createOrcWriter"
"orc","metadata","DIRECT_V2","com.facebook.presto.orc.metadata.ColumnEncoding.ColumnEncodingKind.DIRECT_V2"
"orc","metadata","DWRF_DIRECT","com.facebook.presto.orc.metadata.ColumnEncoding.ColumnEncodingKind.DWRF_DIRECT"
"orc","zlib","InflateDecompressor","com.facebook.presto.orc.zlib.InflateDecompressor"
"orc","array","Arrays","com.facebook.presto.orc.array.Arrays"
"orc","checkpoint","ColumnPositionsList","com.facebook.presto.orc.checkpoint.Checkpoints.ColumnPositionsList"
"orc","checkpoint","InputStreamCheckpoint","com.facebook.presto.orc.checkpoint.InputStreamCheckpoint.createInputStreamCheckpoint"
"orc","checkpoint","InputStreamCheckpoint","com.facebook.presto.orc.checkpoint.InputStreamCheckpoint.createInputStreamPositionList"
"orc","checkpoint","InputStreamCheckpoint","com.facebook.presto.orc.checkpoint.InputStreamCheckpoint.inputStreamCheckpointToString"
"orc","orc","OrcSelectiveRecordReader","com.facebook.presto.orc.OrcSelectiveRecordReader"
"orc","orc","TupleDomainOrcPredicate","com.facebook.presto.orc.TupleDomainOrcPredicate"
"orc","orc","AbstractOrcDataSource","com.facebook.presto.orc.AbstractOrcDataSource"
"orc","orc","OrcCorruptionException","com.facebook.presto.orc.OrcCorruptionException"
"orc","orc","StreamId","com.facebook.presto.orc.StreamId"
"orc","metadata","IN_DICTIONARY","com.facebook.presto.orc.metadata.Stream.StreamKind.IN_DICTIONARY"
"orc","metadata","IN_MAP","com.facebook.presto.orc.metadata.Stream.StreamKind.IN_MAP"
"orc","metadata","PRESENT","com.facebook.presto.orc.metadata.Stream.StreamKind.PRESENT"
"orc","metadata","ROW_GROUP_DICTIONARY","com.facebook.presto.orc.metadata.Stream.StreamKind.ROW_GROUP_DICTIONARY"
"orc","metadata","ROW_GROUP_DICTIONARY_LENGTH","com.facebook.presto.orc.metadata.Stream.StreamKind.ROW_GROUP_DICTIONARY_LENGTH"
"orc","orc","OrcOutputBuffer","com.facebook.presto.orc.OrcOutputBuffer"
"orc","stream","LongDecode","com.facebook.presto.orc.stream.LongDecode.writeVLong"
"orc","metadata","LONG","com.facebook.presto.orc.metadata.OrcType.OrcTypeKind.LONG"
"orc","metadata","SHORT","com.facebook.presto.orc.metadata.OrcType.OrcTypeKind.SHORT"
"orc","stream","FIFTY_SIX","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.FIFTY_SIX"
"orc","stream","FORTY","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.FORTY"
"orc","stream","FORTY_EIGHT","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.FORTY_EIGHT"
"orc","stream","ONE","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.ONE"
"orc","stream","THIRTY","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.THIRTY"
"orc","stream","THIRTY_TWO","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.THIRTY_TWO"
"orc","stream","TWENTY_EIGHT","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.TWENTY_EIGHT"
"orc","stream","TWENTY_FOUR","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.TWENTY_FOUR"
"orc","stream","TWENTY_SIX","com.facebook.presto.orc.stream.LongDecode.FixedBitSizes.TWENTY_SIX"
"orc","checkpoint","LongStreamV2Checkpoint","com.facebook.presto.orc.checkpoint.LongStreamV2Checkpoint"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.encodeBitWidth"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.findClosestNumBits"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.getClosestAlignedFixedBits"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.getClosestFixedBits"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.isSafeSubtract"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.percentileBits"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.writeVslong"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.writeVulong"
"orc","stream","SerializationUtils","com.facebook.presto.orc.stream.LongOutputStreamV2.SerializationUtils.zigzagEncode"
"orc","checkpoint","RowGroupDictionaryLengthStreamCheckpoint","com.facebook.presto.orc.checkpoint.RowGroupDictionaryLengthStreamCheckpoint"
"orc","metadata","DECIMAL","com.facebook.presto.orc.metadata.OrcType.OrcTypeKind.DECIMAL"
"orc","metadata","TIMESTAMP","com.facebook.presto.orc.metadata.OrcType.OrcTypeKind.TIMESTAMP"
"orc","checkpoint","LongStreamDwrfCheckpoint","com.facebook.presto.orc.checkpoint.LongStreamDwrfCheckpoint"
"orc","checkpoint","LongStreamV1Checkpoint","com.facebook.presto.orc.checkpoint.LongStreamV1Checkpoint"
"orc","orc","StreamDescriptor","com.facebook.presto.orc.StreamDescriptor"
"orc","stream","MissingInputStreamSource","com.facebook.presto.orc.stream.MissingInputStreamSource.missingStreamSource"
"orc","orc","OrcDecompressor","com.facebook.presto.orc.OrcDecompressor"
"orc","checkpoint","InputStreamCheckpoint","com.facebook.presto.orc.checkpoint.InputStreamCheckpoint.decodeCompressedBlockOffset"
"orc","checkpoint","InputStreamCheckpoint","com.facebook.presto.orc.checkpoint.InputStreamCheckpoint.decodeDecompressedOffset"
"orc","stream","LongDecode","com.facebook.presto.orc.stream.LongDecode.zigzagDecode"
"orc","protobuf","ByteString","com.facebook.presto.orc.protobuf.ByteString"
"orc","metadata","OrcMetadataReader","com.facebook.presto.orc.metadata.OrcMetadataReader.byteStringToSlice"
"orc","metadata","ORC_HIVE_8732","com.facebook.presto.orc.metadata.PostScript.HiveWriterVersion.ORC_HIVE_8732"
